Packet_N GL GP  Date     Time    Lat         Long       Mil Spd Course 
00012569 08 06 02/12/11 10:00:23 5553.2825N 03738.6665E 084 000 292.7
00012570 07 07 02/12/11 10:00:28 5553.2826N 03738.6664E 084 000 138.8
00012571 06 05 02/12/11 10:00:33 5553.2827N 03738.6661E 084 000 138.5
00012572 07 06 02/12/11 10:00:38 5553.2825N 03738.6661E 084 000 092.3
00012573 07 06 02/12/11 10:00:44 5553.2825N 03738.6663E 084 000 154.2
00012574 07 07 02/12/11 10:00:49 5553.2824N 03738.6674E 084 000 099.6
00012575 07 07 02/12/11 10:00:54 5553.2804N 03738.6888E 084 018 094.1
00012576 06 06 02/12/11 10:00:59 5553.2781N 03738.7267E 084 035 094.2
00012577 07 06 02/12/11 10:01:04 5553.2765N 03738.7741E 084 037 096.0
00012578 06 05 02/12/11 10:01:09 5553.2756N 03738.8269E 084 032 101.8
00012579 06 07 02/12/11 10:01:14 5553.2763N 03738.8595E 084 019 090.0
00012580 06 06 02/12/11 10:01:19 5553.2816N 03738.8941E 084 030 094.7
00012581 08 05 02/12/11 10:01:24 5553.2810N 03738.9377E 084 032 093.8
00012582 06 05 02/12/11 10:01:29 5553.2799N 03738.9809E 084 032 093.8
00012592 07 07 02/12/11 10:02:40 5553.2574N 03739.6003E 085 018 090.0
00012825 00 00 02/12/11 10:22:22 5550.7741N 03740.0113E 090 001 204.2
00012826 00 00 02/12/11 10:22:32 5550.7741N 03740.0113E 090 001 204.2
00012838 00 00 02/12/11 10:23:43 5550.7741N 03740.0113E 090 001 204.2
00012839 00 00 02/12/11 10:23:55 5550.7741N 03740.0113E 090 001 204.2
00012840 00 00 02/12/11 10:24:01 5550.7741N 03740.0113E 090 001 204.2
00012841 00 00 02/12/11 10:24:06 5550.7741N 03740.0113E 090 001 204.2
00012842 00 00 02/12/11 10:24:11 5550.7741N 03740.0113E 090 001 204.2
00012843 00 00 02/12/11 10:24:17 5550.7741N 03740.0113E 090 001 204.2
00012844 00 00 02/12/11 10:24:22 5550.7741N 03740.0113E 090 001 204.2
00012845 00 00 02/12/11 10:24:27 5550.7741N 03740.0113E 090 001 204.2
00012846 00 00 02/12/11 10:24:32 5550.7741N 03740.0113E 090 001 204.2
00012847 00 00 02/12/11 10:24:37 5550.7741N 03740.0113E 090 001 204.2
00012848 00 00 02/12/11 10:24:42 5550.7741N 03740.0113E 090 001 204.2
00012849 00 00 02/12/11 10:24:43 5550.7741N 03740.0113E 091 001 204.2
00012852 03 02 02/12/11 10:24:51 5550.7740N 03739.9853E 091 013 214.5
00012853 03 01 02/12/11 10:24:54 5550.7740N 03739.9853E 091 013 214.5
00012854 03 02 02/12/11 10:24:59 5550.7738N 03739.9863E 091 001 199.0
00012855 03 01 02/12/11 10:25:04 5550.7707N 03739.9869E 091 001 024.5
00012856 02 01 02/12/11 10:25:09 5550.7707N 03739.9869E 091 001 024.5
00012857 02 01 02/12/11 10:25:12 5550.7707N 03739.9869E 091 001 024.5
00012858 02 02 02/12/11 10:25:17 5550.7707N 03739.9869E 091 001 024.5
00012859 02 01 02/12/11 10:25:22 5550.7707N 03739.9869E 091 001 024.5
00012860 03 02 02/12/11 10:25:27 5550.7656N 03739.9877E 091 000 347.4
00012861 02 02 02/12/11 10:25:32 5550.7704N 03739.9877E 091 001 164.1
00012862 01 04 02/12/11 10:25:37 5550.7718N 03739.9887E 091 000 273.2
00012863 00 03 02/12/11 10:25:42 5550.7718N 03739.9887E 091 000 273.2
00012864 00 00 02/12/11 10:25:47 5550.7718N 03739.9887E 091 000 273.2
00012865 00 00 02/12/11 10:25:52 5550.7718N 03739.9887E 091 000 273.2
00012866 00 00 02/12/11 10:25:57 5550.7718N 03739.9887E 091 000 273.2
00013044 07 03 02/12/11 11:21:25 5548.9851N 03738.8054E 095 000 178.6
00013082 07 04 02/12/11 11:26:39 5548.7822N 03739.1472E 095 000 272.0
00013140 05 05 02/12/11 12:09:05 5547.1424N 03738.0843E 099 027 181.2
00013140 05 05 02/12/11 12:09:05 5547.1424N 03738.0843E 099 027 181.2
00013141 08 02 02/12/11 12:10:05 5547.0611N 03738.0879E 099 002 173.4
00013142 04 03 02/12/11 12:10:06 5547.0587N 03738.0832E 099 022 191.8
00013143 07 04 02/12/11 12:10:43 5546.7925N 03737.9693E 100 064 191.8
00013144 06 05 02/12/11 12:10:54 5546.7046N 03737.9514E 100 022 209.9
00013145 07 04 02/12/11 12:10:55 5546.7022N 03737.9478E 100 021 244.7
00013148 07 04 02/12/11 12:11:06 5546.7002N 03737.8549E 100 032 230.2
00013149 05 05 02/12/11 12:11:07 5546.6968N 03737.8490E 100 033 214.3
00013150 05 05 02/12/11 12:11:08 5546.6921N 03737.8449E 100 037 196.4
00013151 08 05 02/12/11 12:11:16 5546.6452N 03737.8348E 100 038 180.0
00013152 04 04 02/12/11 12:11:54 5546.5815N 03737.8230E 100 009 200.9
00013153 07 04 02/12/11 12:11:57 5546.5775N 03737.8202E 100 008 183.3
00013154 06 03 02/12/11 12:12:22 5546.5478N 03737.8160E 100 011 159.6
00013155 06 04 02/12/11 12:12:24 5546.5438N 03737.8152E 100 008 135.9
00013156 04 04 02/12/11 12:12:25 5546.5429N 03737.8173E 100 008 170.8
00013157 04 03 02/12/11 12:12:33 5546.5233N 03737.8155E 100 009 197.1
00013158 06 03 02/12/11 12:13:33 5546.5045N 03737.8230E 100 000 023.7
00013159 07 01 02/12/11 12:13:43 5546.5018N 03737.8236E 100 016 156.9
00013160 04 01 02/12/11 12:13:45 5546.4985N 03737.8230E 100 016 195.7
00013161 06 02 02/12/11 12:13:47 5546.4936N 03737.8243E 100 017 167.5
00013162 05 04 02/12/11 12:13:53 5546.4797N 03737.8263E 100 013 192.1
00013163 06 02 02/12/11 12:13:56 5546.4772N 03737.8227E 100 008 099.2
00013164 04 01 02/12/11 12:13:58 5546.4728N 03737.8329E 100 026 165.9
00013165 03 03 02/12/11 12:14:04 5546.4413N 03737.8249E 100 028 197.2
00013166 03 03 02/12/11 12:14:05 5546.4371N 03737.8222E 100 027 181.7
00013167 06 04 02/12/11 12:15:05 5546.4024N 03737.8228E 100 000 116.1
00013168 05 04 02/12/11 12:15:44 5546.3991N 03737.8247E 100 011 216.4
00013169 05 03 02/12/11 12:15:50 5546.3957N 03737.8166E 100 009 262.0
00013170 07 03 02/12/11 12:15:52 5546.3958N 03737.8123E 100 009 285.2
00013171 07 05 02/12/11 12:16:52 5546.4148N 03737.5214E 101 002 268.6
00013172 08 04 02/12/11 12:17:52 5546.4149N 03737.4918E 101 000 298.1
00013173 08 04 02/12/11 12:18:52 5546.4332N 03737.3327E 101 000 066.3
00013174 07 04 02/12/11 12:19:52 5546.4347N 03737.3315E 101 000 085.7
00013175 05 04 02/12/11 12:20:41 5546.4403N 03737.2368E 101 017 232.4
00013176 03 03 02/12/11 12:20:42 5546.4393N 03737.2354E 101 013 249.4
00013177 02 03 02/12/11 12:20:43 5546.4385N 03737.2324E 101 008 191.5
00013178 04 01 02/12/11 12:20:44 5546.4378N 03737.2308E 101 009 207.4
00013179 03 01 02/12/11 12:20:45 5546.4378N 03737.2308E 101 009 207.4
00013180 05 01 02/12/11 12:21:45 5546.4221N 03737.2157E 101 000 135.6
00013181 03 02 02/12/11 12:22:12 5546.4147N 03737.2033E 101 012 147.2
00013182 07 04 02/12/11 12:22:21 5546.3990N 03737.2309E 101 015 166.3
00013183 07 04 02/12/11 12:22:26 5546.3805N 03737.2429E 101 029 184.6
00013184 09 04 02/12/11 12:23:26 5546.0695N 03737.2585E 102 000 113.1
00013185 09 05 02/12/11 12:24:26 5546.0712N 03737.2606E 102 000 167.7
00013186 09 04 02/12/11 12:24:46 5546.0550N 03737.2599E 102 024 191.0
00013187 07 04 02/12/11 12:24:47 5546.0518N 03737.2581E 102 019 211.2
00013188 08 05 02/12/11 12:24:48 5546.0497N 03737.2545E 102 020 246.1
00013189 08 05 02/12/11 12:24:49 5546.0490N 03737.2485E 102 026 273.5
00013238 09 07 02/12/11 12:52:10 5545.7591N 03737.0569E 105 015 164.5
00013239 04 04 02/12/11 12:52:56 5545.6953N 03737.0813E 105 024 145.9
00013240 04 05 02/12/11 12:53:00 5545.6779N 03737.1068E 105 037 161.7
00013241 04 01 02/12/11 12:53:21 5545.6166N 03737.1468E 105 011 134.8
00013242 05 03 02/12/11 12:53:22 5545.6136N 03737.1486E 105 023 157.4
00013256 08 07 02/12/11 12:55:48 5545.4149N 03737.7540E 106 022 142.1
00013257 09 04 02/12/11 12:55:54 5545.3986N 03737.7806E 106 026 125.9
00013258 06 07 02/12/11 12:56:02 5545.3693N 03737.8485E 106 052 142.4
00013263 09 05 02/12/11 12:58:14 5545.1349N 03737.9905E 106 012 190.3
00013264 09 05 02/12/11 12:59:14 5545.0538N 03737.9659E 106 036 187.5
00013265 10 07 02/12/11 13:00:14 5544.9939N 03737.9496E 107 000 212.6
00013266 08 06 02/12/11 13:01:08 5544.9749N 03737.9487E 107 019 165.3
00013267 07 06 02/12/11 13:01:12 5544.9677N 03737.9738E 107 037 107.4
00013268 07 06 02/12/11 13:01:12 5544.9677N 03737.9738E 107 037 107.4
00013269 10 07 02/12/11 13:01:17 5544.9541N 03738.0344E 107 058 115.8
00013270 09 07 02/12/11 13:01:19 5544.9459N 03738.0642E 107 066 116.5
00013271 09 07 02/12/11 13:01:24 5544.9212N 03738.1497E 107 078 117.0
00013272 08 07 02/12/11 13:01:29 5544.8967N 03738.2377E 107 064 116.0
00013273 11 06 02/12/11 13:01:34 5544.8777N 03738.3060E 107 047 115.9
00013274 10 06 02/12/11 13:01:39 5544.8633N 03738.3536E 107 029 121.5
00013275 08 03 02/12/11 13:01:44 5544.8619N 03738.3659E 107 003 106.4
00013276 07 03 02/12/11 13:01:49 5544.8635N 03738.3651E 107 000 066.7
00013277 06 02 02/12/11 13:01:54 5544.8644N 03738.3641E 107 000 172.1
00013278 03 02 02/12/11 13:01:57 5544.8620N 03738.3693E 107 011 162.5
00013279 05 01 02/12/11 13:01:58 5544.8599N 03738.3759E 107 019 125.4
00013280 08 03 02/12/11 13:02:02 5544.8476N 03738.4010E 107 033 141.9
00013281 10 06 02/12/11 13:02:07 5544.8295N 03738.4245E 107 010 144.4
00013282 09 07 02/12/11 13:02:12 5544.8263N 03738.4283E 107 001 247.7
00013283 10 07 02/12/11 13:02:17 5544.8260N 03738.4282E 107 000 064.1
00013284 08 07 02/12/11 13:02:22 5544.8258N 03738.4281E 107 000 328.8
00013285 08 07 02/12/11 13:02:27 5544.8255N 03738.4279E 107 000 339.5
00013286 07 08 02/12/11 13:02:32 5544.8233N 03738.4305E 107 002 136.9
00013287 08 08 02/12/11 13:02:33 5544.8216N 03738.4336E 107 017 125.5
00013288 08 08 02/12/11 13:02:34 5544.8199N 03738.4379E 107 021 103.9
00013289 06 06 02/12/11 13:02:35 5544.8194N 03738.4436E 107 023 082.9
00013290 08 06 02/12/11 13:02:36 5544.8205N 03738.4498E 107 027 055.6
00013291 08 07 02/12/11 13:02:38 5544.8275N 03738.4624E 107 040 033.5
00013292 08 07 02/12/11 13:02:43 5544.8587N 03738.4970E 107 048 038.0
00013293 08 07 02/12/11 13:02:46 5544.8751N 03738.5277E 107 058 057.1
00013294 09 05 02/12/11 13:02:48 5544.8830N 03738.5572E 107 065 070.4
00013295 07 06 02/12/11 13:02:53 5544.8986N 03738.6454E 107 067 075.0
00013296 07 05 02/12/11 13:02:58 5544.9076N 03738.7207E 107 050 094.0
00013297 07 06 02/12/11 13:03:03 5544.8981N 03738.7871E 108 042 107.1
00013298 05 04 02/12/11 13:03:08 5544.8930N 03738.8325E 108 043 100.2
00013299 06 02 02/12/11 13:03:13 5544.8828N 03738.9001E 108 054 112.9
00013300 06 05 02/12/11 13:03:18 5544.8686N 03738.9637E 108 047 111.1
00013301 05 05 02/12/11 13:03:23 5544.8563N 03739.0236E 108 048 108.4
00013311 10 06 02/12/11 13:05:00 5544.7924N 03739.0838E 108 000 246.3
00013312 08 06 02/12/11 13:06:00 5544.7905N 03739.0871E 108 000 319.6
00013313 09 04 02/12/11 13:07:00 5544.7885N 03739.0904E 108 000 323.8
00013314 08 06 02/12/11 13:08:00 5544.7886N 03739.0919E 108 000 126.0
00013315 08 05 02/12/11 13:09:00 5544.7888N 03739.0904E 108 000 301.3
00013316 08 06 02/12/11 13:10:00 5544.7888N 03739.0859E 108 000 305.2
00013317 08 07 02/12/11 13:11:01 5544.7888N 03739.0840E 108 000 119.9
00013318 06 06 02/12/11 13:12:01 5544.7914N 03739.0830E 108 000 298.5
00013319 07 05 02/12/11 13:13:01 5544.7920N 03739.0836E 108 000 350.8
00013320 10 05 02/12/11 13:14:01 5544.7910N 03739.0838E 108 000 135.2
00013321 07 04 02/12/11 13:15:01 5544.7908N 03739.0839E 108 000 273.7
00013322 07 05 02/12/11 13:16:01 5544.7912N 03739.0830E 108 000 287.4
00013323 08 05 02/12/11 13:17:01 5544.7919N 03739.0836E 108 000 065.7
00013324 09 04 02/12/11 13:18:01 5544.7913N 03739.0837E 108 000 353.0
00013325 07 05 02/12/11 13:19:01 5544.7916N 03739.0846E 108 000 235.7
00013326 07 05 02/12/11 13:20:01 5544.7911N 03739.0836E 108 000 286.4
00013327 08 07 02/12/11 13:21:01 5544.7908N 03739.0833E 108 000 237.8
00013328 08 07 02/12/11 13:22:01 5544.7911N 03739.0815E 108 000 352.1
00013329 09 07 02/12/11 13:23:01 5544.7920N 03739.0805E 108 000 073.9
00013330 10 07 02/12/11 13:24:01 5544.7919N 03739.0791E 108 000 299.4
00013331 07 06 02/12/11 13:25:02 5544.7923N 03739.0795E 108 000 348.0
00013332 08 07 02/12/11 13:26:02 5544.7923N 03739.0813E 108 000 300.5
00013333 07 06 02/12/11 13:27:02 5544.7917N 03739.0816E 108 000 125.8
00013334 08 06 02/12/11 13:28:02 5544.7912N 03739.0819E 108 000 309.2
00013335 08 07 02/12/11 13:29:02 5544.7911N 03739.0821E 108 000 331.6
00013336 05 06 02/12/11 13:30:02 5544.7907N 03739.0835E 108 000 019.1
00013337 08 06 02/12/11 13:31:02 5544.7903N 03739.0850E 108 000 116.5
00013338 08 05 02/12/11 13:32:02 5544.7906N 03739.0870E 108 000 309.9
00013339 07 06 02/12/11 13:33:02 5544.7909N 03739.0896E 108 000 129.1
00013340 08 05 02/12/11 13:34:02 5544.7913N 03739.0913E 108 000 286.9
00013341 08 06 02/12/11 13:35:02 5544.7917N 03739.0932E 108 000 266.8
00013342 06 05 02/12/11 13:36:02 5544.7919N 03739.0944E 108 000 302.5
00013343 05 06 02/12/11 13:37:02 5544.7925N 03739.0948E 108 000 201.8
00013344 06 05 02/12/11 13:38:03 5544.7923N 03739.0932E 108 000 281.1
00013345 05 04 02/12/11 13:39:03 5544.7922N 03739.0927E 108 000 324.0
00013346 07 05 02/12/11 13:40:03 5544.7918N 03739.0922E 108 000 004.2
00013347 07 06 02/12/11 13:41:03 5544.7919N 03739.0931E 108 000 083.3
00013348 05 05 02/12/11 13:42:03 5544.7917N 03739.0913E 108 000 005.9
00013349 03 06 02/12/11 13:43:03 5544.7913N 03739.0896E 108 000 137.2
00013350 06 06 02/12/11 13:44:03 5544.7911N 03739.0903E 108 000 168.5
00013351 05 06 02/12/11 13:45:03 5544.7910N 03739.0898E 108 000 310.5
00013352 06 06 02/12/11 13:46:03 5544.7910N 03739.0901E 108 000 153.1
00013353 07 05 02/12/11 13:47:03 5544.7909N 03739.0904E 108 000 122.9
00013354 05 06 02/12/11 13:48:03 5544.7898N 03739.0891E 108 000 140.0
00013355 05 04 02/12/11 13:49:03 5544.7886N 03739.0831E 108 000 115.4
00013356 04 05 02/12/11 13:50:03 5544.7888N 03739.0813E 108 000 214.8
00013357 05 06 02/12/11 13:51:03 5544.7845N 03739.0837E 108 000 022.0
00013358 05 06 02/12/11 13:52:04 5544.7836N 03739.0836E 108 000 218.4
00013359 04 07 02/12/11 13:53:04 5544.7858N 03739.0883E 108 000 291.6
00013360 05 06 02/12/11 13:54:04 5544.7882N 03739.0909E 108 000 007.6
00013361 06 07 02/12/11 13:55:04 5544.7900N 03739.0911E 108 000 264.7
00013362 06 05 02/12/11 13:56:04 5544.7898N 03739.0886E 108 000 121.8
00013363 06 06 02/12/11 13:57:04 5544.7910N 03739.0889E 108 000 099.7
00013364 07 07 02/12/11 13:58:04 5544.7920N 03739.0876E 108 000 092.5
00013365 06 06 02/12/11 13:59:04 5544.7918N 03739.0831E 108 000 042.4
00013366 05 05 02/12/11 14:00:04 5544.7907N 03739.0852E 108 000 313.8
00013367 07 07 02/12/11 14:01:04 5544.7911N 03739.0848E 108 000 128.3
00013368 03 05 02/12/11 14:02:04 5544.7911N 03739.0829E 108 000 185.2
00013369 06 06 02/12/11 14:03:04 5544.7913N 03739.0801E 108 000 034.6
00013370 06 06 02/12/11 14:04:04 5544.7907N 03739.0846E 108 000 224.8
00013371 06 06 02/12/11 14:05:04 5544.7912N 03739.0872E 108 000 127.0
00013372 06 07 02/12/11 14:06:05 5544.7914N 03739.0911E 108 000 315.2
