Packet_N GL GP  Date     Time    Lat         Long       Mil Spd Course 
00011458 05 08 02/12/11 08:10:14 5544.3350N 03740.3915E 038 000 078.1
00011458 09 08 02/12/11 19:03:03 5554.9757N 03723.9477E 054 058 321.4
00011459 05 08 02/12/11 08:10:19 5544.3348N 03740.3917E 038 000 237.2
00011459 09 08 02/12/11 19:03:09 5555.0140N 03723.8941E 054 054 321.7
00011460 05 08 02/12/11 08:10:24 5544.3346N 03740.3918E 038 000 170.0
00011460 08 08 02/12/11 19:03:15 5555.0531N 03723.8392E 054 056 322.1
00011461 06 08 02/12/11 08:10:25 5544.3346N 03740.3919E 038 000 204.7
00011461 09 08 02/12/11 19:03:19 5555.0792N 03723.8022E 054 054 321.7
00011462 00 00 02/12/11 08:10:32 5544.3349N 03740.3918E 038 000 236.6
00011462 09 08 02/12/11 19:03:24 5555.1099N 03723.7598E 054 050 322.0
00011463 05 08 02/12/11 08:10:38 5544.3347N 03740.3913E 038 000 039.3
00011463 09 08 02/12/11 19:03:30 5555.1453N 03723.7097E 054 045 322.1
00011464 06 07 02/12/11 08:10:45 5544.3344N 03740.3913E 038 000 255.3
00011464 09 06 02/12/11 19:03:34 5555.1702N 03723.6848E 054 054 339.5
00011465 04 08 02/12/11 08:10:50 5544.3418N 03740.3955E 038 021 021.2
00011465 08 07 02/12/11 19:03:39 5555.2114N 03723.6584E 054 060 339.8
00011466 05 06 02/12/11 08:10:56 5544.3719N 03740.4102E 038 049 023.0
00011466 09 07 02/12/11 19:03:44 5555.2522N 03723.6337E 054 056 343.4
00011467 05 06 02/12/11 08:11:02 5544.4089N 03740.4472E 038 056 025.7
00011467 09 07 02/12/11 19:03:49 5555.2956N 03723.6204E 055 061 003.6
00011468 04 06 02/12/11 08:11:08 5544.4558N 03740.4915E 039 060 028.9
00011468 06 08 02/12/11 19:03:50 5555.3051N 03723.6219E 055 065 008.3
00011469 05 04 02/12/11 08:11:15 5544.5086N 03740.5451E 039 067 027.1
00011469 08 08 02/12/11 19:03:55 5555.3553N 03723.6484E 055 076 020.5
00011470 05 07 02/12/11 08:11:24 5544.5862N 03740.6152E 039 052 027.3
00011470 08 07 02/12/11 19:04:00 5555.4130N 03723.6863E 055 087 021.9
00011471 04 07 02/12/11 08:11:26 5544.5995N 03740.6274E 039 046 028.9
00011471 08 08 02/12/11 19:04:05 5555.4761N 03723.7310E 055 093 021.5
00011472 04 07 02/12/11 08:11:31 5544.6218N 03740.6477E 039 025 028.0
00011472 08 08 02/12/11 19:04:10 5555.5433N 03723.7781E 055 096 021.9
00011473 04 06 02/12/11 08:11:37 5544.6388N 03740.6604E 039 016 033.5
00011473 08 08 02/12/11 19:04:15 5555.6126N 03723.8270E 055 101 021.8
00011474 05 05 02/12/11 08:11:42 5544.6508N 03740.6677E 039 012 030.7
00011474 09 08 02/12/11 19:04:20 5555.6824N 03723.8759E 055 100 022.1
00011475 05 04 02/12/11 08:11:47 5544.6586N 03740.6722E 039 011 025.1
00011475 08 08 02/12/11 19:04:25 5555.7512N 03723.9266E 055 099 021.8
00011476 05 06 02/12/11 08:11:52 5544.6709N 03740.6827E 039 023 028.1
00011476 08 08 02/12/11 19:04:30 5555.8204N 03723.9761E 056 101 021.6
00011477 09 07 02/12/11 19:04:35 5555.8916N 03724.0260E 056 102 021.6
00011478 09 08 02/12/11 19:04:40 5555.9639N 03724.0774E 056 105 021.7
00011479 04 04 02/12/11 08:12:16 5544.7512N 03740.7715E 039 001 141.9
00011479 09 08 02/12/11 19:04:45 5556.0382N 03724.1299E 056 108 021.5
00011480 05 06 02/12/11 08:12:21 5544.7516N 03740.7719E 039 000 305.2
00011480 09 07 02/12/11 19:04:50 5556.1132N 03724.1818E 056 107 021.0
00011481 05 05 02/12/11 08:12:26 5544.7518N 03740.7719E 039 000 109.3
00011481 09 08 02/12/11 19:04:55 5556.1873N 03724.2326E 056 106 021.5
00011482 05 05 02/12/11 08:12:31 5544.7519N 03740.7723E 039 000 328.0
00011482 08 07 02/12/11 19:05:00 5556.2616N 03724.2851E 056 105 021.5
00011483 05 05 02/12/11 08:12:36 5544.7518N 03740.7728E 039 000 246.1
00011483 10 08 02/12/11 19:05:06 5556.3509N 03724.3474E 057 107 021.9
00011484 04 05 02/12/11 08:12:42 5544.7517N 03740.7736E 039 000 221.7
00011484 10 07 02/12/11 19:05:11 5556.4246N 03724.3992E 057 103 021.6
00011485 05 04 02/12/11 08:12:47 5544.7516N 03740.7736E 039 000 317.7
00011485 10 08 02/12/11 19:05:16 5556.4967N 03724.4494E 057 102 021.2
00011486 05 06 02/12/11 08:12:52 5544.7516N 03740.7739E 039 000 267.6
00011486 10 08 02/12/11 19:05:21 5556.5676N 03724.4984E 057 101 021.5
00011487 04 06 02/12/11 08:12:57 5544.7569N 03740.7778E 039 016 023.4
00011487 09 08 02/12/11 19:05:26 5556.6390N 03724.5490E 057 101 021.4
00011488 04 06 02/12/11 08:13:02 5544.7603N 03740.7813E 039 002 026.5
00011488 10 08 02/12/11 19:05:31 5556.7092N 03724.5996E 057 100 022.1
00011489 05 06 02/12/11 08:13:07 5544.7605N 03740.7824E 039 000 088.8
00011489 09 07 02/12/11 19:05:36 5556.7787N 03724.6490E 057 099 021.7
00011490 05 06 02/12/11 08:13:12 5544.7604N 03740.7825E 039 000 186.4
00011490 09 08 02/12/11 19:05:41 5556.8491N 03724.6986E 058 101 021.8
00011491 10 08 02/12/11 19:05:46 5556.9214N 03724.7501E 058 105 021.8
00011492 10 08 02/12/11 19:05:51 5556.9930N 03724.8003E 058 099 020.5
00011493 05 06 02/12/11 08:13:26 5544.7664N 03740.7868E 039 011 017.8
00011493 10 07 02/12/11 19:05:56 5557.0629N 03724.8398E 058 095 013.8
00011494 05 06 02/12/11 08:13:31 5544.7803N 03740.7972E 039 023 024.7
00011494 10 07 02/12/11 19:06:01 5557.1314N 03724.8619E 058 092 006.3
00011495 06 06 02/12/11 08:13:34 5544.7891N 03740.8022E 039 015 003.5
00011495 10 07 02/12/11 19:06:06 5557.1999N 03724.8682E 058 093 000.2
00011496 06 06 02/12/11 08:13:36 5544.7942N 03740.8004E 039 019 327.8
00011496 10 07 02/12/11 19:06:11 5557.2696N 03724.8668E 058 092 359.3
00011497 06 05 02/12/11 08:13:37 5544.7966N 03740.7972E 039 022 309.0
00011497 10 08 02/12/11 19:06:16 5557.3383N 03724.8643E 058 090 358.7
00011498 06 05 02/12/11 08:13:39 5544.8005N 03740.7863E 039 026 285.9
00011498 10 08 02/12/11 19:06:22 5557.4199N 03724.8618E 059 087 359.6
00011499 05 05 02/12/11 08:13:44 5544.8051N 03740.7504E 039 031 283.4
00011499 10 08 02/12/11 19:06:27 5557.4845N 03724.8633E 059 078 000.5
00011500 05 06 02/12/11 08:13:49 5544.8104N 03740.7011E 039 039 278.1
00011500 10 07 02/12/11 19:06:32 5557.5379N 03724.8649E 059 066 359.8
00011501 05 06 02/12/11 08:13:54 5544.8150N 03740.6477E 039 043 280.3
00011501 10 07 02/12/11 19:06:37 5557.5813N 03724.8656E 059 054 001.3
00011502 05 05 02/12/11 08:13:59 5544.8194N 03740.6007E 039 029 281.0
00011502 10 08 02/12/11 19:06:42 5557.6159N 03724.8691E 059 041 004.9
00011503 05 06 02/12/11 08:14:04 5544.8226N 03740.5813E 039 010 287.6
00011503 10 06 02/12/11 19:06:47 5557.6440N 03724.8735E 059 033 005.1
00011504 10 07 02/12/11 19:06:52 5557.6681N 03724.8779E 059 029 006.3
00011505 10 07 02/12/11 19:06:57 5557.6836N 03724.8812E 059 009 006.6
00011506 05 05 02/12/11 08:14:21 5544.8755N 03740.5820E 039 020 004.1
00011506 10 08 02/12/11 19:07:02 5557.6886N 03724.8825E 059 007 009.8
00011507 02 03 02/12/11 08:14:25 5544.8803N 03740.5827E 039 007 213.0
00011507 11 07 02/12/11 19:07:07 5557.6929N 03724.8828E 059 003 051.9
00011508 02 04 02/12/11 08:14:26 5544.8790N 03740.5812E 040 014 183.6
00011508 11 08 02/12/11 19:07:12 5557.6928N 03724.8829E 059 000 084.8
00011509 07 07 02/12/11 19:07:17 5557.6960N 03724.8815E 059 014 336.8
00011510 10 07 02/12/11 19:07:22 5557.7128N 03724.8617E 059 036 324.9
00011511 02 05 02/12/11 08:14:33 5544.8904N 03740.5263E 040 018 358.7
00011511 09 07 02/12/11 19:07:25 5557.7253N 03724.8407E 059 037 305.7
00011512 09 07 02/12/11 19:07:28 5557.7327N 03724.8162E 059 032 288.4
00011513 09 06 02/12/11 19:07:33 5557.7387N 03724.7680E 059 041 278.9
00011514 05 06 02/12/11 08:14:44 5544.9598N 03740.5783E 040 038 022.7
00011514 09 07 02/12/11 19:07:38 5557.7441N 03724.7104E 059 043 276.6
00011515 10 08 02/12/11 19:07:43 5557.7472N 03724.6476E 059 049 270.7
00011516 08 04 02/12/11 19:07:47 5557.7437N 03724.5896E 059 057 251.9
00011517 06 05 02/12/11 08:14:56 5545.0097N 03740.6062E 040 049 019.3
00011517 11 07 02/12/11 19:07:52 5557.7319N 03724.5202E 060 053 253.7
00011518 05 06 02/12/11 08:15:01 5545.0466N 03740.6313E 040 056 022.7
00011518 08 06 02/12/11 19:07:57 5557.7231N 03724.4589E 060 041 254.4
00011519 04 05 02/12/11 08:15:06 5545.0835N 03740.6603E 040 046 023.8
00011519 07 05 02/12/11 19:08:02 5557.7172N 03724.4290E 060 020 257.1
00011520 05 02 02/12/11 19:08:07 5557.7185N 03724.4054E 060 015 263.1
00011520 05 05 02/12/11 08:15:11 5545.1100N 03740.6794E 040 026 029.7
00011521 04 06 02/12/11 08:15:13 5545.1159N 03740.6834E 040 016 012.2
00011521 05 05 02/12/11 19:08:12 5557.7200N 03724.3753E 060 020 264.2
00011522 04 05 02/12/11 08:15:16 5545.1258N 03740.6908E 040 030 030.3
00011522 05 05 02/12/11 19:08:13 5557.7188N 03724.3697E 060 016 246.1
00011523 03 04 02/12/11 08:15:21 5545.1440N 03740.7137E 040 023 039.4
00011523 03 05 02/12/11 19:08:18 5557.7127N 03724.3460E 060 011 259.7
00011524 02 05 02/12/11 08:15:24 5545.1518N 03740.7297E 040 023 066.2
00011524 07 07 02/12/11 19:08:23 5557.7093N 03724.3322E 060 004 255.8
00011525 03 02 02/12/11 08:15:25 5545.1557N 03740.7340E 040 037 023.0
00011525 07 05 02/12/11 19:08:28 5557.7092N 03724.3272E 060 002 249.3
00011526 04 06 02/12/11 08:15:30 5545.1966N 03740.7550E 040 052 023.6
00011526 07 06 02/12/11 19:08:33 5557.7065N 03724.3187E 060 007 260.8
00011527 06 06 02/12/11 08:15:34 5545.2207N 03740.7758E 040 038 040.0
00011527 07 06 02/12/11 19:08:38 5557.7040N 03724.3090E 060 005 269.4
00011528 04 05 02/12/11 08:15:39 5545.2479N 03740.8121E 040 048 038.5
00011528 08 06 02/12/11 19:08:43 5557.7024N 03724.2996E 060 008 260.4
00011529 03 05 02/12/11 08:15:44 5545.2773N 03740.8526E 040 050 038.4
00011529 08 06 02/12/11 19:08:48 5557.7012N 03724.2864E 060 007 259.6
00011530 05 06 02/12/11 08:15:49 5545.3054N 03740.8913E 040 043 038.6
00011530 09 08 02/12/11 19:08:53 5557.7003N 03724.2803E 060 003 179.4
00011531 04 07 02/12/11 08:15:54 5545.3222N 03740.9104E 040 004 038.1
00011531 08 06 02/12/11 19:08:58 5557.7001N 03724.2798E 060 000 086.5
00011532 03 07 02/12/11 08:15:59 5545.3248N 03740.9101E 040 001 053.5
00011532 09 08 02/12/11 19:09:03 5557.7001N 03724.2799E 060 000 090.2
00011533 05 07 02/12/11 08:16:04 5545.3273N 03740.9119E 040 001 034.1
00011533 09 08 02/12/11 19:09:08 5557.7001N 03724.2797E 060 000 054.2
00011534 04 07 02/12/11 08:16:09 5545.3308N 03740.9165E 040 013 044.5
00011534 10 08 02/12/11 19:09:13 5557.7001N 03724.2795E 060 000 082.2
00011535 04 06 02/12/11 08:16:14 5545.3365N 03740.9264E 040 014 038.1
00011535 10 08 02/12/11 19:09:18 5557.7000N 03724.2796E 060 000 057.3
00011536 09 07 02/12/11 19:09:24 5557.6998N 03724.2799E 060 000 218.3
00011537 08 07 02/12/11 19:09:29 5557.6996N 03724.2799E 060 000 050.4
00011538 09 08 02/12/11 19:09:34 5557.6993N 03724.2797E 060 000 330.1
00011539 04 05 02/12/11 08:16:45 5545.3941N 03741.0104E 041 012 042.4
00011539 09 08 02/12/11 19:09:39 5557.6990N 03724.2794E 060 000 086.4
00011540 03 06 02/12/11 08:16:52 5545.4069N 03741.0282E 041 016 041.1
00011540 09 07 02/12/11 19:09:44 5557.6990N 03724.2792E 060 000 355.5
00011541 05 06 02/12/11 08:17:00 5545.4212N 03741.0503E 041 013 037.2
00011541 09 08 02/12/11 19:09:49 5557.6991N 03724.2794E 060 000 174.6
00011542 03 05 02/12/11 08:17:11 5545.4399N 03741.0856E 041 018 037.3
00011542 09 08 02/12/11 19:09:54 5557.6990N 03724.2796E 060 000 237.7
00011543 07 08 02/12/11 19:09:59 5557.6985N 03724.2793E 060 000 216.5
00011544 05 05 02/12/11 08:17:29 5545.4786N 03741.1322E 041 016 041.4
00011544 07 08 02/12/11 19:10:04 5557.6982N 03724.2792E 060 000 127.3
00011545 04 06 02/12/11 08:17:34 5545.4926N 03741.1462E 041 026 025.7
00011545 07 07 02/12/11 19:10:09 5557.6978N 03724.2791E 060 000 186.7
00011546 05 04 02/12/11 08:17:39 5545.5106N 03741.1585E 041 022 013.3
00011546 08 08 02/12/11 19:10:14 5557.6972N 03724.2786E 060 000 195.1
00011547 06 06 02/12/11 08:17:44 5545.5357N 03741.1650E 041 046 005.6
00011547 09 07 02/12/11 19:10:19 5557.6967N 03724.2787E 060 000 349.8
00011548 05 06 02/12/11 08:17:49 5545.5705N 03741.1764E 041 037 004.0
00011548 07 07 02/12/11 19:10:24 5557.6963N 03724.2791E 060 000 019.8
00011549 04 05 02/12/11 08:17:51 5545.5824N 03741.1737E 041 040 332.2
00011549 07 08 02/12/11 19:10:29 5557.6961N 03724.2794E 060 000 260.2
00011550 04 05 02/12/11 08:17:52 5545.5876N 03741.1676E 041 044 316.5
00011550 09 07 02/12/11 19:10:35 5557.6960N 03724.2795E 060 000 136.6
00011551 08 07 02/12/11 19:10:40 5557.6959N 03724.2794E 060 000 072.1
00011553 06 07 02/12/11 08:18:06 5545.6506N 03741.1700E 041 038 026.7
00011553 08 07 02/12/11 19:11:21 5557.6954N 03724.2727E 060 003 249.3
00011554 08 06 02/12/11 19:11:24 5557.6945N 03724.2595E 060 019 242.7
00011555 07 07 02/12/11 08:18:17 5545.6716N 03741.1889E 041 001 292.5
00011555 10 07 02/12/11 19:11:29 5557.6887N 03724.2240E 060 036 253.6
00011556 07 08 02/12/11 08:18:27 5545.6721N 03741.1890E 041 000 189.0
00011556 09 06 02/12/11 19:11:34 5557.6795N 03724.1716E 060 041 250.7
00011557 07 06 02/12/11 08:18:37 5545.6776N 03741.1943E 041 020 028.1
00011557 09 06 02/12/11 19:11:38 5557.6674N 03724.1327E 060 041 225.1
00011558 06 07 02/12/11 08:18:47 5545.7028N 03741.2098E 041 027 004.7
00011558 09 06 02/12/11 19:11:40 5557.6569N 03724.1200E 060 044 202.2
00011559 05 08 02/12/11 08:18:57 5545.7749N 03741.1990E 041 048 346.4
00011559 10 07 02/12/11 19:11:42 5557.6435N 03724.1156E 060 046 178.6
00011560 05 07 02/12/11 08:18:58 5545.7818N 03741.1955E 041 043 338.3
00011560 09 08 02/12/11 19:11:44 5557.6301N 03724.1207E 060 044 154.3
00011561 06 07 02/12/11 08:19:03 5545.8050N 03741.1765E 041 030 338.3
00011561 09 07 02/12/11 19:11:46 5557.6193N 03724.1341E 060 043 133.4
00011562 05 07 02/12/11 08:19:05 5545.8225N 03741.1717E 041 047 002.1
00011562 08 07 02/12/11 19:11:48 5557.6120N 03724.1531E 060 043 114.5
00011563 05 07 02/12/11 08:19:07 5545.8372N 03741.1763E 041 053 019.1
00011563 08 07 02/12/11 19:11:53 5557.6022N 03724.2172E 060 055 101.1
00011564 05 07 02/12/11 08:19:09 5545.8530N 03741.1883E 041 060 026.0
00011564 09 08 02/12/11 19:12:01 5557.5885N 03724.3339E 060 051 100.7
00011565 05 08 02/12/11 08:19:11 5545.8706N 03741.2022E 042 067 023.0
00011565 09 09 02/12/11 19:12:06 5557.5803N 03724.4120E 060 064 098.7
00011566 06 08 02/12/11 08:19:16 5545.9200N 03741.2414E 042 077 024.5
00011566 11 09 02/12/11 19:12:11 5557.5728N 03724.4969E 060 060 099.1
00011567 06 07 02/12/11 08:19:21 5545.9746N 03741.2848E 042 077 023.4
00011567 11 08 02/12/11 19:12:16 5557.5664N 03724.5638E 060 041 101.3
00011568 06 07 02/12/11 08:19:21 5545.9746N 03741.2848E 042 077 023.4
00011568 09 07 02/12/11 19:12:21 5557.5624N 03724.6005E 061 014 098.2
00011569 06 08 02/12/11 08:19:28 5546.0437N 03741.3425E 042 069 030.8
00011569 09 08 02/12/11 19:12:26 5557.5613N 03724.6116E 061 004 088.0
00011570 05 06 02/12/11 08:19:34 5546.0884N 03741.4099E 042 054 045.7
00011570 08 06 02/12/11 19:12:30 5557.5602N 03724.6201E 061 008 115.4
00011571 06 06 02/12/11 08:19:41 5546.1155N 03741.4595E 042 019 046.0
00011571 09 08 02/12/11 19:12:35 5557.5559N 03724.6316E 061 014 123.8
00011572 06 07 02/12/11 08:19:47 5546.1238N 03741.4752E 042 004 040.8
00011572 11 08 02/12/11 19:12:40 5557.5504N 03724.6464E 061 010 119.9
00011573 06 05 02/12/11 08:19:52 5546.1255N 03741.4803E 042 017 047.8
00011573 11 08 02/12/11 19:12:45 5557.5479N 03724.6570E 061 005 107.9
00011574 06 07 02/12/11 08:19:57 5546.1393N 03741.5074E 042 036 045.8
00011574 11 08 02/12/11 19:12:50 5557.5471N 03724.6620E 061 002 037.0
00011575 06 07 02/12/11 08:20:02 5546.1551N 03741.5380E 042 034 048.4
00011575 10 07 02/12/11 19:12:55 5557.5469N 03724.6625E 061 000 034.2
00011576 07 06 02/12/11 08:20:07 5546.1786N 03741.5830E 042 058 045.8
00011576 09 08 02/12/11 19:13:00 5557.5468N 03724.6626E 061 000 006.4
00011577 07 07 02/12/11 08:20:13 5546.2208N 03741.6417E 042 058 027.5
00011577 09 08 02/12/11 19:13:05 5557.5469N 03724.6629E 061 000 160.4
00011578 06 07 02/12/11 08:20:18 5546.2622N 03741.6683E 042 065 010.3
00011578 10 08 02/12/11 19:13:10 5557.5466N 03724.6631E 061 000 345.4
00011579 05 06 02/12/11 08:20:23 5546.3087N 03741.6904E 042 062 025.9
00011579 10 08 02/12/11 19:13:15 5557.5464N 03724.6632E 061 000 008.3
00011580 05 07 02/12/11 08:20:28 5546.3467N 03741.7374E 043 065 041.5
00011580 10 08 02/12/11 19:13:20 5557.5463N 03724.6636E 061 000 158.5
00011581 05 07 02/12/11 08:20:33 5546.3851N 03741.7975E 043 066 043.1
00011581 09 07 02/12/11 19:13:25 5557.5463N 03724.6640E 061 000 148.7
00011582 06 07 02/12/11 08:20:38 5546.4111N 03741.8386E 043 036 042.8
00011582 10 07 02/12/11 19:13:30 5557.5461N 03724.6642E 061 000 146.0
00011583 06 07 02/12/11 08:20:43 5546.4249N 03741.8605E 043 010 037.3
00011583 11 09 02/12/11 19:13:35 5557.5460N 03724.6644E 061 000 191.3
00011584 06 07 02/12/11 08:20:48 5546.4287N 03741.8658E 043 003 043.5
00011584 08 09 02/12/11 19:13:41 5557.5459N 03724.6646E 061 000 014.8
00011585 09 09 02/12/11 19:13:46 5557.5459N 03724.6647E 061 000 089.0
00011586 10 08 02/12/11 19:13:51 5557.5458N 03724.6648E 061 000 111.9
00011587 05 07 02/12/11 08:21:05 5546.4553N 03741.9085E 043 042 041.7
00011587 10 08 02/12/11 19:13:56 5557.5457N 03724.6650E 061 000 091.9
00011588 06 07 02/12/11 08:21:10 5546.4825N 03741.9513E 043 055 040.2
00011588 10 09 02/12/11 19:14:01 5557.5457N 03724.6654E 061 000 182.4
00011589 10 09 02/12/11 19:14:06 5557.5456N 03724.6655E 061 000 018.0
00011590 11 09 02/12/11 19:14:11 5557.5456N 03724.6654E 061 000 034.9
00011591 11 09 02/12/11 19:14:16 5557.5456N 03724.6653E 061 000 242.0
00011592 07 07 02/12/11 08:21:46 5546.8057N 03742.1514E 044 070 332.7
00011592 09 09 02/12/11 19:14:21 5557.5456N 03724.6652E 061 000 142.6
00011593 06 06 02/12/11 08:21:50 5546.8397N 03742.1070E 044 070 315.8
00011593 08 09 02/12/11 19:14:26 5557.5455N 03724.6653E 061 000 035.6
00011594 07 06 02/12/11 08:21:55 5546.8761N 03742.0446E 044 064 315.9
00011594 10 09 02/12/11 19:14:31 5557.5455N 03724.6653E 061 000 024.2
00011595 07 07 02/12/11 08:22:00 5546.9059N 03741.9968E 044 043 327.8
00011595 09 08 02/12/11 19:14:36 5557.5455N 03724.6653E 061 000 350.1
00011596 07 07 02/12/11 08:22:02 5546.9170N 03741.9885E 044 040 353.4
00011596 10 09 02/12/11 19:14:41 5557.5453N 03724.6653E 061 000 017.6
00011597 06 05 02/12/11 08:22:07 5546.9543N 03741.9877E 044 058 354.7
00011597 10 07 02/12/11 19:14:46 5557.5451N 03724.6653E 061 000 023.0
00011598 02 03 02/12/11 08:22:09 5546.9716N 03741.9860E 044 065 350.3
00011598 09 08 02/12/11 19:14:52 5557.5449N 03724.6656E 061 000 171.1
00011599 06 06 02/12/11 08:22:14 5547.0217N 03741.9738E 044 070 355.0
00011599 09 08 02/12/11 19:14:57 5557.5450N 03724.6657E 061 000 318.5
00011600 06 06 02/12/11 08:22:19 5547.0749N 03741.9652E 044 071 354.6
00011600 10 08 02/12/11 19:15:02 5557.5451N 03724.6661E 061 000 295.5
00011601 03 06 02/12/11 08:22:24 5547.1282N 03741.9549E 044 074 353.8
00011601 11 09 02/12/11 19:15:07 5557.5452N 03724.6662E 061 000 340.9
00011602 05 06 02/12/11 08:22:29 5547.1806N 03741.9434E 044 069 356.0
00011602 10 08 02/12/11 19:15:12 5557.5454N 03724.6662E 061 000 130.9
00011603 05 06 02/12/11 08:22:34 5547.2340N 03741.9481E 044 073 007.8
00011603 09 06 02/12/11 19:15:17 5557.5452N 03724.6721E 061 015 087.7
00011604 04 05 02/12/11 08:22:39 5547.2891N 03741.9622E 044 071 011.6
00011604 11 08 02/12/11 19:15:21 5557.5477N 03724.6928E 061 018 071.6
00011605 04 06 02/12/11 08:22:43 5547.3300N 03741.9861E 045 070 028.8
00011605 11 06 02/12/11 19:15:24 5557.5497N 03724.7086E 061 023 089.8
00011606 04 06 02/12/11 08:22:47 5547.3653N 03742.0361E 045 078 044.3
00011606 10 07 02/12/11 19:15:29 5557.5470N 03724.7420E 061 024 099.2
00011607 05 06 02/12/11 08:22:52 5547.4042N 03742.1146E 045 079 049.3
00011607 10 08 02/12/11 19:15:33 5557.5425N 03724.7696E 061 030 121.0
00011608 05 07 02/12/11 08:22:57 5547.4417N 03742.1907E 045 069 047.9
00011608 11 08 02/12/11 19:15:35 5557.5365N 03724.7833E 061 035 139.3
00011609 05 04 02/12/11 08:23:07 5547.5042N 03742.3124E 045 052 049.1
00011609 11 08 02/12/11 19:15:37 5557.5279N 03724.7928E 061 032 158.0
00011610 11 09 02/12/11 19:15:39 5557.5188N 03724.7970E 061 032 174.8
00011611 07 05 02/12/11 08:23:28 5547.6659N 03742.3273E 045 031 346.8
00011611 11 09 02/12/11 19:15:44 5557.4902N 03724.7995E 061 041 178.5
00011612 10 08 02/12/11 19:15:49 5557.4589N 03724.8086E 061 045 161.1
00011613 07 05 02/12/11 08:23:33 5547.6797N 03742.3224E 045 010 350.4
00011613 11 08 02/12/11 19:15:54 5557.4230N 03724.8286E 061 056 167.0
00011614 11 08 02/12/11 19:15:58 5557.3868N 03724.8399E 061 065 174.7
00011615 10 09 02/12/11 19:16:03 5557.3348N 03724.8472E 061 072 176.7
00011616 06 05 02/12/11 08:23:52 5547.7058N 03742.3197E 045 019 033.5
00011616 11 08 02/12/11 19:16:08 5557.2778N 03724.8502E 061 080 179.2
00011617 06 06 02/12/11 08:24:02 5547.7112N 03742.3724E 045 033 088.6
00011617 11 08 02/12/11 19:16:13 5557.2164N 03724.8520E 061 085 180.0
00011618 11 07 02/12/11 19:16:18 5557.1517N 03724.8491E 061 087 185.0
00011619 06 06 02/12/11 08:24:21 5547.7088N 03742.4209E 045 001 274.4
00011619 11 08 02/12/11 19:16:23 5557.0857N 03724.8326E 062 088 191.6
00011620 06 05 02/12/11 08:24:26 5547.7087N 03742.4200E 045 000 059.3
00011620 08 08 02/12/11 19:16:28 5557.0238N 03724.8028E 062 083 198.4
00011621 06 05 02/12/11 08:24:31 5547.7096N 03742.4198E 045 000 247.2
00011621 07 08 02/12/11 19:16:33 5556.9631N 03724.7617E 062 087 201.3
00011622 06 06 02/12/11 08:24:36 5547.7096N 03742.4196E 045 000 174.7
00011622 11 08 02/12/11 19:16:38 5556.9019N 03724.7179E 062 087 201.8
00011623 06 06 02/12/11 08:24:42 5547.7096N 03742.4193E 045 000 133.2
00011623 09 08 02/12/11 19:16:43 5556.8400N 03724.6738E 062 089 201.8
00011624 05 06 02/12/11 08:24:47 5547.7095N 03742.4190E 045 000 010.6
00011624 11 08 02/12/11 19:16:48 5556.7771N 03724.6286E 062 091 202.0
00011625 05 05 02/12/11 08:24:52 5547.7089N 03742.4206E 045 000 089.2
00011625 10 08 02/12/11 19:16:53 5556.7129N 03724.5828E 062 093 201.8
00011626 05 04 02/12/11 08:24:57 5547.7066N 03742.4367E 045 012 094.7
00011626 10 08 02/12/11 19:16:58 5556.6482N 03724.5372E 062 094 201.5
00011627 04 06 02/12/11 08:25:02 5547.7059N 03742.4585E 046 017 090.7
00011627 08 08 02/12/11 19:17:03 5556.5809N 03724.4894E 063 098 201.5
00011628 05 06 02/12/11 08:25:07 5547.7055N 03742.4920E 046 030 094.2
00011628 10 08 02/12/11 19:17:09 5556.4981N 03724.4312E 063 098 200.4
00011629 06 06 02/12/11 08:25:12 5547.7057N 03742.5379E 046 028 092.7
00011629 10 08 02/12/11 19:17:14 5556.4299N 03724.3861E 063 098 201.4
00011630 05 06 02/12/11 08:25:17 5547.7064N 03742.5692E 046 015 096.9
00011630 11 08 02/12/11 19:17:19 5556.3604N 03724.3367E 063 099 202.3
00011631 03 06 02/12/11 08:25:22 5547.7056N 03742.5877E 046 008 101.9
00011631 10 08 02/12/11 19:17:24 5556.2917N 03724.2867E 063 100 201.9
00011632 06 06 02/12/11 08:25:27 5547.7064N 03742.5916E 046 000 301.4
00011632 11 08 02/12/11 19:17:29 5556.2221N 03724.2385E 063 099 200.7
00011633 07 06 02/12/11 08:25:32 5547.7064N 03742.5917E 046 000 169.1
00011633 11 08 02/12/11 19:17:34 5556.1526N 03724.1903E 063 099 201.7
00011634 07 06 02/12/11 08:25:37 5547.7064N 03742.5923E 046 000 068.7
00011634 09 07 02/12/11 19:17:39 5556.0839N 03724.1423E 063 097 201.5
00011635 06 05 02/12/11 08:25:42 5547.7056N 03742.6090E 046 010 086.6
00011635 11 07 02/12/11 19:17:44 5556.0161N 03724.0947E 064 096 201.6
00011636 06 05 02/12/11 08:25:47 5547.7079N 03742.6246E 046 006 073.2
00011636 10 08 02/12/11 19:17:49 5555.9489N 03724.0456E 064 096 202.0
00011637 05 05 02/12/11 08:25:52 5547.7099N 03742.6374E 046 007 090.8
00011637 11 08 02/12/11 19:17:54 5555.8828N 03723.9988E 064 096 201.3
00011638 10 08 02/12/11 19:17:59 5555.8166N 03723.9526E 064 095 201.2
00011639 10 08 02/12/11 19:18:04 5555.7512N 03723.9064E 064 089 201.5
